s#,sname,sex,height,bdate,dorm
28126855,杨万信,男,1.89,2003-04-11,东 2 舍 627
49028965,柳思杉,男,1.69,2006-07-24,西 22 舍 119
24160259,刘思,女,1.6,2005-12-15,东 8 舍 518
38694016,高筱羽,女,1.55,2002-12-14,西 10 舍 309
29632504,乔亦茂,男,1.82,2006-11-21,东 14 舍 106
45207855,王棉,女,1.61,2003-11-21,西 9 舍 402
27196615,黄芷雨,女,1.66,2005-05-10,西 8 舍 619
37852219,纪璇兰,女,1.63,2004-11-07,西 2 舍 404
15642131,于宇军,男,1.75,2005-02-10,东 13 舍 723
18172572,蔡万,男,1.6,2002-11-26,东 20 舍 530
21661224,黄锋玮,男,1.83,2003-12-25,西 21 舍 202
14555585,李儒,男,1.77,2004-07-01,东 1 舍 804
46342453,谢浩泽,男,1.8,2003-12-11,东 21 舍 730
22401877,王瑞若,男,1.81,2004-02-18,东 20 舍 821
48078051,杨舒志,男,1.78,2006-08-21,东 23 舍 405
19634284,舒正,女,1.44,2005-01-02,西 23 舍 717
37713601,陈若翰,男,1.75,2005-04-02,西 6 舍 410
19845752,李聪,女,1.62,2004-03-09,西 12 舍 408
47162763,孙光,女,1.64,2005-07-15,西 24 舍 819
29773248,李觅蕴,女,1.58,2004-05-14,东 23 舍 320
26204864,宋青熙,女,1.59,2006-08-26,东 3 舍 708
34473287,殷舒志,男,1.8,2002-08-09,西 13 舍 606
30808573,杜芷雨,女,1.53,2006-09-30,东 6 舍 323
31527171,刘儿,女,1.61,2002-05-19,西 19 舍 806
13041998,李楚悦,女,1.66,2003-11-02,西 5 舍 209
23853521,马炫灿,男,1.76,2006-05-11,西 17 舍 102
37350825,李纹窈,女,1.68,2005-09-07,东 8 舍 204
22513573,陈凯,男,1.76,2004-12-22,东 1 舍 616
14203958,许蔚,男,1.65,2007-03-26,西 12 舍 709
39014206,罗昊惟,男,1.7,2004-12-09,西 10 舍 114
18189204,吕婷,女,1.68,2006-06-24,东 24 舍 522
47455725,陶沧,男,1.65,2004-10-03,西 8 舍 728
10535055,熊自昊,男,1.81,2003-08-05,西 23 舍 110
47339693,高顺远,男,1.76,2006-05-19,东 14 舍 514
29135387,刘辰,女,1.52,2005-01-01,西 1 舍 204
48795737,瞿庆星,男,1.7,2003-11-07,西 19 舍 225
11588225,刘花,女,1.55,2005-01-31,西 2 舍 327
16893862,熊惜,女,1.61,2003-01-11,东 15 舍 104
28050863,张兰璇,女,1.65,2007-03-05,西 21 舍 702
37943576,赵清媛,女,1.59,2005-07-31,东 16 舍 521
40265961,任伦,男,1.81,2006-01-04,东 4 舍 629
11935949,周希嫣,女,1.67,2006-11-25,东 23 舍 811
21783538,刘清,男,1.67,2003-09-24,西 10 舍 325
16955004,林秦恒,男,1.68,2004-03-26,东 7 舍 626
45336335,傅晨纶,男,1.79,2005-09-14,东 19 舍 401
27008887,萧皓润,男,1.77,2003-12-06,西 13 舍 121
10615417,黄璟,男,1.74,2003-03-15,东 14 舍 809
37319323,陈熙岩,男,1.72,2003-10-03,西 19 舍 701
48802950,张浦宇,男,1.74,2004-08-31,西 17 舍 519
31644764,高丹华,女,1.62,2002-07-20,西 16 舍 715
15705308,陈伦,男,1.72,2006-02-03,西 20 舍 417
37217933,王文峥,男,1.74,2003-08-13,西 2 舍 616
36878629,杨珅南,男,1.71,2004-07-19,东 2 舍 305
25860288,陆书琴,女,1.59,2006-11-29,东 24 舍 128
42780092,郭碧恬,女,1.69,2006-07-04,东 7 舍 407
16559487,黄灏风,男,1.73,2007-05-07,东 16 舍 816
16580458,陈偌瑾,女,1.57,2006-06-18,东 23 舍 709
47049071,刘浩泽,男,1.8,2005-09-17,西 4 舍 430
33668459,陈钢,男,1.82,2003-06-20,东 20 舍 510
46772813,王磊,男,1.77,2004-06-25,东 24 舍 115
46638371,于佳禾,女,1.77,2005-12-20,东 13 舍 405
22280341,周碧恬,女,1.63,2005-01-03,东 7 舍 825
12482370,梁夏怡,女,1.63,2002-12-31,东 14 舍 711
18794046,吴旭平,男,1.72,2003-02-24,西 13 舍 513
46788263,谢承,男,1.75,2003-06-29,东 7 舍 424
29267762,吴歌,男,1.77,2004-05-16,东 22 舍 305
14311997,王克,男,1.74,2006-07-09,西 22 舍 308
15835412,高丹华,女,1.63,2006-12-16,东 13 舍 208
47922427,张清滢,女,1.65,2004-11-05,东 14 舍 630
37007319,张舒瑾,女,1.69,2006-06-20,西 4 舍 607
46234441,张茜惠,女,1.63,2004-12-21,西 23 舍 301
16316993,蔡嘉和,男,1.76,2005-11-30,西 6 舍 316
37836730,孔松樱,女,1.72,2006-07-14,西 8 舍 812
39721405,林灏风,男,1.83,2003-06-26,西 23 舍 405
31532877,常依清,女,1.62,2003-06-16,东 13 舍 308
11805281,廖永茂,男,1.66,2005-01-29,西 1 舍 321
39384792,张青,男,1.79,2005-01-22,西 23 舍 716
19951805,于浚梓,男,1.68,2007-03-06,西 22 舍 209
47732306,梁圣晨,男,1.78,2006-09-21,东 19 舍 830
46576375,方舒志,男,1.74,2005-02-01,东 17 舍 803
49896094,刘锐,男,1.73,2002-07-28,东 8 舍 615
16550959,陈谦,男,1.82,2005-11-23,西 4 舍 218
38203444,王昕霏,女,1.57,2003-07-31,东 19 舍 430
34616189,周源泽,男,1.78,2006-04-04,西 10 舍 802
46457622,易菊,女,1.57,2006-01-25,西 3 舍 806
34257112,阎信霖,男,1.83,2005-03-19,东 4 舍 426
42486131,董尔楚,女,1.53,2005-05-08,西 15 舍 719
31508605,牛旭平,男,1.83,2005-10-02,西 6 舍 630
44509932,刘征风,男,1.71,2006-06-06,东 9 舍 604
39281383,孙涛,男,1.7,2006-03-05,东 6 舍 810
35411506,覃豆,女,1.62,2002-12-23,西 21 舍 824
38509328,陈园,女,1.62,2004-03-15,东 11 舍 202
24046205,仇坤灵,男,1.63,2005-08-26,东 3 舍 103
49894811,胡钰,女,1.63,2007-03-28,西 8 舍 527
42852361,卢文峥,男,1.94,2006-01-30,西 23 舍 509
32678385,刘凌,女,1.6,2006-09-02,东 4 舍 321
43343951,张语,女,1.53,2006-01-27,西 2 舍 311
14851467,李旭平,男,1.75,2004-11-22,东 16 舍 126
25623803,张鸿,男,1.75,2005-06-08,西 7 舍 314
31881932,刘馨,女,1.57,2004-10-05,西 10 舍 813
41526902,周宇军,男,1.85,2004-10-24,东 10 舍 708
14723567,程雪菡,女,1.72,2007-01-22,东 4 舍 328
18443582,杨芷蕊,女,1.63,2004-08-04,西 16 舍 604
49003227,李源泽,男,1.79,2006-12-07,西 11 舍 513
34407337,马贝韵,女,1.62,2002-06-29,西 5 舍 412
27083783,罗筱,女,1.56,2003-10-27,西 20 舍 712
31117131,成莲,女,1.59,2007-04-28,东 5 舍 629
48303630,韩泽明,男,1.75,2004-10-17,东 8 舍 824
15230552,张泽,男,1.59,2003-06-11,东 12 舍 102
17879350,贾皓,男,1.64,2005-06-20,东 4 舍 218
11094770,刘钢,男,1.82,2006-10-30,西 1 舍 325
34470203,曹才,男,1.76,2004-01-10,东 20 舍 701
33733637,毛新菱,女,1.53,2005-09-04,东 16 舍 119
36915718,于亦茂,男,1.68,2005-10-13,西 12 舍 518
36855993,刘德东,男,1.89,2002-10-10,西 11 舍 221
14264505,姜坤灵,男,1.73,2004-01-21,西 17 舍 215
45831284,刘宇军,男,1.78,2004-06-07,东 9 舍 218
48042279,姜泽明,男,1.76,2005-11-04,西 19 舍 127
14190647,吕杭,女,1.58,2007-01-10,东 11 舍 709
38272963,吴嘉茵,女,1.68,2005-08-03,西 2 舍 126
47660272,宋葆,男,1.72,2005-02-14,东 10 舍 626
34324580,吴茜惠,女,1.64,2004-10-05,东 17 舍 627
15272720,赖雪菡,女,1.63,2007-04-17,西 11 舍 605
37660106,张茜惠,女,1.59,2006-01-13,西 4 舍 701
16805071,王嘉和,男,1.79,2004-04-14,东 19 舍 703
39153318,蔡君启,男,1.72,2002-07-27,西 19 舍 624
27298101,华语,男,1.84,2003-07-10,东 10 舍 206
22640439,魏彤,女,1.71,2005-04-10,西 4 舍 815
16053318,张秦恒,男,1.88,2003-07-01,西 17 舍 716
34978977,高信霖,男,1.84,2006-02-03,西 1 舍 230
23202204,叶荷菲,女,1.65,2002-08-24,西 4 舍 123
32734156,徐鸥,女,1.49,2006-05-11,东 21 舍 219
34445344,王婉慧,女,1.58,2004-03-07,东 19 舍 527
27667228,李奕宗,男,1.82,2006-08-29,东 21 舍 705
10883166,范蕴宁,女,1.58,2005-06-14,西 14 舍 103
18308093,李庆星,男,1.82,2003-08-14,西 23 舍 310
42351167,李媛倚,女,1.67,2004-06-18,西 6 舍 413
19873221,黄巧,女,1.67,2004-08-11,西 21 舍 426
17359517,易舒瑾,女,1.56,2006-07-01,西 7 舍 315
33931642,张依,女,1.63,2003-04-28,西 9 舍 412
37831403,庄风,女,1.57,2006-07-02,西 12 舍 508
42765230,杨瑶,女,1.66,2005-12-22,东 1 舍 215
43411316,汤芷蕊,女,1.66,2005-06-15,西 20 舍 310
11637862,杨雁楚,女,1.54,2005-09-20,西 22 舍 520
13126204,刘雅妙,女,1.57,2002-10-22,东 3 舍 801
29908283,周青熙,女,1.64,2002-10-20,西 9 舍 230
12020311,杨露,女,1.63,2005-07-29,西 24 舍 315
37932836,夏诤,男,1.84,2003-05-21,西 3 舍 602
17014175,刘姝钰,女,1.46,2006-01-17,东 22 舍 623
14926147,王泽明,男,1.64,2002-06-02,西 24 舍 509
34436774,陈筱羽,女,1.64,2007-02-21,西 12 舍 827
17581639,王泽若,男,1.75,2005-02-28,西 23 舍 825
15757224,何瑞若,男,1.75,2002-07-01,东 12 舍 430
48603766,萧楚悦,女,1.55,2005-08-13,东 2 舍 402
34605269,刘晨纶,男,1.88,2004-07-04,东 24 舍 603
22644300,李杰,男,1.7,2005-04-29,东 24 舍 324
25138857,贺亦茂,男,2.02,2002-12-27,西 18 舍 326
46366371,叶苗,男,1.78,2007-05-02,东 2 舍 812
25730496,陈芷丽,女,1.69,2003-11-15,西 13 舍 620
48831865,石君启,男,1.75,2004-01-25,东 4 舍 327
43442420,霍纹窈,女,1.69,2003-04-09,东 22 舍 601
18599302,王新菱,女,1.61,2007-02-28,西 11 舍 326
44387192,李宛晴,女,1.69,2003-07-02,西 6 舍 227
30938782,朱忆狄,男,1.68,2007-01-04,西 18 舍 518
39689405,张依彤,女,1.64,2006-02-21,东 24 舍 129
29775607,郭浦宇,男,1.77,2006-09-15,东 14 舍 401
31420458,王映,男,1.72,2003-09-16,东 4 舍 523
30978944,姚铭锵,男,1.65,2004-11-15,东 5 舍 718
46178017,蒋芷雨,女,1.68,2005-06-28,东 13 舍 413
21140828,孔圣晨,男,1.82,2006-05-07,西 16 舍 626
32678365,郝靖,男,1.76,2006-09-15,西 5 舍 802
26397366,王晴茹,女,1.61,2003-07-09,西 21 舍 429
38770289,高泽明,男,1.77,2004-12-19,西 19 舍 102
19324701,洪茜惠,女,1.62,2002-08-21,西 13 舍 423
25005087,杨文妮,女,1.62,2006-02-22,东 10 舍 307
46099919,陈文妮,女,1.66,2005-03-14,东 4 舍 521
20229031,谢舒瑾,女,1.65,2004-08-25,西 14 舍 627
42251522,许承彬,男,1.71,2006-01-02,西 1 舍 704
10189813,杨信霖,男,1.76,2007-03-09,东 3 舍 119
36144827,邓松芬,女,1.62,2005-12-01,东 22 舍 626
11765167,黄永茂,男,1.81,2004-11-21,东 12 舍 512
14945695,王青波,女,1.64,2004-08-20,西 10 舍 819
24335568,袁铭锵,男,1.85,2005-04-26,西 23 舍 318
18380208,刘柳,女,1.64,2004-02-02,东 11 舍 321
17899195,陆媛倚,女,1.58,2006-04-08,西 7 舍 423
30648145,杜马,男,1.56,2005-01-23,西 11 舍 424
32294123,邹依清,女,1.57,2003-12-25,西 10 舍 406
32525730,苏宇军,男,1.83,2006-08-28,东 1 舍 201
16396040,梁浦宇,男,1.65,2006-03-01,东 16 舍 510
35961115,严松樱,女,1.68,2002-07-11,西 18 舍 229
33629990,李敏,女,1.7,2002-09-08,西 13 舍 309
37266859,王茂,男,1.73,2002-09-05,西 12 舍 225
36487932,朱青熙,女,1.65,2004-06-05,西 1 舍 709
38673890,高凯泽,男,1.65,2006-02-16,西 2 舍 129
46204511,祁祯卓,男,1.66,2003-12-22,东 7 舍 126
34205652,任滨义,男,1.63,2006-02-26,西 9 舍 130
15671209,陈越,女,1.7,2006-06-07,西 3 舍 112
24008449,常云诺,男,1.72,2003-07-06,西 24 舍 524
45064076,刘高,男,1.7,2006-04-01,东 11 舍 128
44164230,韩纹窈,女,1.51,2005-06-27,东 2 舍 612
45365885,张霖,男,1.72,2004-02-13,西 6 舍 513
36489395,李擎,男,1.73,2006-07-08,东 13 舍 318
25948580,江贝韵,女,1.67,2006-08-15,西 24 舍 116
44289578,孔云诺,男,1.82,2005-10-31,东 17 舍 209
44427013,王眉,女,1.49,2006-09-26,东 5 舍 318
10971813,金旭平,男,1.9,2004-06-26,东 22 舍 418
30455668,吴筱羽,女,1.61,2007-03-04,西 6 舍 123
23502811,马熙岩,男,1.8,2003-05-26,西 20 舍 330
26801590,宋泽商,男,1.68,2006-03-26,东 12 舍 422
17210422,蓝永茂,男,1.68,2003-04-13,西 8 舍 726
48018648,李信霖,男,1.76,2002-06-13,西 5 舍 105
42474332,叶雅妙,女,1.61,2006-01-18,西 1 舍 128
14968820,郎毓,女,1.62,2003-06-23,东 4 舍 107
28717510,张泽若,男,1.69,2004-09-24,东 2 舍 202
46197778,尹章,男,1.7,2005-01-13,西 17 舍 503
45712598,唐宇军,男,1.78,2006-06-01,西 22 舍 706
29079688,孙轼,男,1.87,2004-04-09,东 20 舍 511
46154207,李云诺,男,1.82,2006-10-23,东 16 舍 803
46629817,黄茜惠,女,1.61,2004-07-14,东 17 舍 118
11032605,翟圣晨,男,1.78,2002-09-23,东 15 舍 114
20722917,胡焘,男,1.74,2004-08-14,西 8 舍 811
24494301,梁矾,男,1.78,2004-11-29,西 18 舍 624
16957614,秦任,女,1.73,2006-08-07,东 10 舍 612
17536598,戴德东,男,1.86,2002-11-09,西 8 舍 208
19941555,孙雪菡,女,1.58,2005-12-04,东 9 舍 115
46731119,陈筱羽,女,1.66,2004-10-29,西 19 舍 720
47754920,刘爽,女,1.64,2003-07-01,东 13 舍 101
33725255,温昊惟,男,1.63,2005-07-02,东 18 舍 211
19885712,曹杉哲,男,1.84,2002-12-11,西 24 舍 416
23266562,杨秉雄,男,1.81,2003-05-11,东 18 舍 414
31233864,江锋玮,男,1.7,2007-05-09,西 15 舍 401
46457478,刘竽磊,男,1.74,2007-01-16,西 19 舍 326
23053681,陈杉哲,男,1.91,2006-03-19,东 1 舍 527
39021936,张励,男,1.69,2007-01-30,东 4 舍 302
44722896,李衍,男,1.71,2006-05-19,西 4 舍 824
36671440,陈清深,男,1.67,2004-06-22,西 12 舍 220
32300948,孙震,男,1.66,2002-06-17,西 10 舍 618
42316786,王宁,女,1.57,2006-02-05,西 9 舍 813
21934828,马顺远,男,1.82,2005-12-14,西 1 舍 111
46102612,张茜惠,女,1.6,2006-07-27,西 8 舍 615
20486646,陈秦恒,男,1.78,2002-06-06,西 23 舍 112
10232920,张芷丽,女,1.71,2007-05-02,西 16 舍 120
29828247,黄聪,男,1.86,2005-03-17,西 15 舍 416
17377494,张青波,女,1.49,2005-04-20,东 16 舍 425
16002059,董皓润,男,1.72,2002-08-18,西 3 舍 721
35161504,何荫,女,1.57,2005-08-23,西 23 舍 116
20418860,胡竽磊,男,1.79,2004-04-28,东 5 舍 714
34067300,杜清滢,女,1.62,2005-03-22,东 7 舍 716
18204707,赵亦茂,男,1.79,2006-02-08,西 2 舍 119
49110119,刘浣,男,1.7,2003-06-11,东 5 舍 719
40879683,韩文妮,女,1.66,2007-03-06,西 4 舍 223
32509023,万镇,男,1.72,2005-04-04,西 5 舍 209
36066783,陈钦,男,1.79,2003-11-12,西 13 舍 625
24554777,陈福,男,1.7,2003-09-25,东 22 舍 309
11936626,杨璇兰,女,1.51,2006-01-27,东 14 舍 424
41369514,刘童,女,1.7,2002-08-13,西 3 舍 804
36060254,武亦茂,男,1.78,2003-08-25,东 10 舍 218
19339531,陈莉菲,女,1.68,2004-11-16,西 11 舍 325
15740502,陈枫宁,女,1.58,2003-12-29,东 17 舍 519
35411937,牛茂彦,男,1.71,2005-10-07,西 12 舍 316
40108492,贺芷蕊,女,1.66,2007-02-08,东 8 舍 303
46361993,商聪,女,1.68,2005-01-27,西 20 舍 112
44780357,赵泽若,男,1.67,2006-11-22,东 1 舍 120
48495896,彭秦恒,男,1.61,2006-09-04,东 12 舍 424
26388603,王自昊,男,1.75,2004-04-10,东 24 舍 414
46129307,郭澎,男,1.75,2003-05-18,东 1 舍 313
45694144,邓文芝,女,1.57,2006-02-13,东 2 舍 821
13789081,林奕宗,男,1.75,2004-07-28,东 15 舍 706
25198332,阎韵,男,1.69,2004-02-21,东 2 舍 411
39401498,王梓琪,女,1.46,2005-01-26,西 5 舍 805
19066274,吴昕霏,女,1.57,2005-12-24,西 9 舍 328
33516456,唐问,女,1.6,2003-09-23,西 17 舍 313
38622529,孙银,女,1.5,2004-08-21,西 15 舍 402
37488263,兰风,男,1.78,2006-09-02,东 22 舍 709
24339402,沈沛,女,1.54,2005-05-25,西 10 舍 321
29323035,殷清滢,女,1.63,2006-09-29,西 2 舍 325
44543353,谢佳禾,女,1.65,2004-07-14,西 4 舍 607
17967277,尹坤灵,男,1.81,2003-09-05,东 23 舍 817
32478892,张贝韵,女,1.59,2004-04-16,西 4 舍 630
38189663,刘承文,男,1.89,2006-06-15,东 19 舍 521
33734341,王源泽,男,1.82,2003-05-24,西 20 舍 326
32539875,刘贝韵,女,1.7,2003-05-30,东 12 舍 628
43457029,干浦宇,男,1.75,2002-11-10,西 8 舍 626
17203281,许新菱,女,1.67,2004-04-04,东 20 舍 514
23602305,汤谦,男,1.77,2005-07-29,西 13 舍 105
15963097,周槽,女,1.53,2002-06-15,西 4 舍 514
29503287,韦若娜,女,1.77,2005-06-16,东 13 舍 117
24300908,温雪,女,1.61,2007-04-01,西 19 舍 602
11627578,马籁,女,1.64,2004-01-25,东 18 舍 520
36054384,刘蔚,女,1.63,2005-06-08,东 17 舍 113
14955704,丘悦,女,1.67,2006-08-31,东 16 舍 401
43072091,覃芷雨,女,1.63,2007-01-13,西 9 舍 517
42747341,孙浩泽,男,1.72,2002-12-12,西 13 舍 217
31218143,程堇,女,1.71,2007-02-10,西 11 舍 312
39721162,纪莉菲,女,1.73,2006-05-15,西 2 舍 230
41511928,吴俯,男,1.7,2005-06-16,东 11 舍 226
20462124,葛松芬,女,1.69,2002-07-20,西 11 舍 129
35471886,郭漾,男,1.75,2002-10-30,西 3 舍 809
27478656,郭青熙,女,1.64,2003-08-07,西 21 舍 406
21635609,邹文芝,女,1.61,2003-01-06,东 15 舍 207
30793218,郑慕鸿,男,1.77,2007-04-08,东 21 舍 207
45393706,张纹窈,女,1.57,2005-09-01,西 2 舍 405
32787069,林舒瑾,女,1.62,2002-06-23,东 18 舍 113
15046613,张忆狄,男,1.86,2006-05-06,西 10 舍 225
24860472,张争,男,1.77,2005-09-07,东 1 舍 501
42072624,汪婉慧,女,1.64,2004-05-08,西 2 舍 624
37140017,周韵,女,1.69,2005-01-27,西 22 舍 317
22874776,刘莉菲,女,1.63,2004-12-25,东 5 舍 214
24550408,唐筱羽,女,1.64,2006-07-07,西 2 舍 111
17786294,苏竽磊,男,1.77,2006-08-24,西 14 舍 222
38593651,蒋浚梓,男,1.81,2006-03-29,东 2 舍 118
21180612,郑焓,女,1.61,2003-02-02,东 7 舍 829
14269126,郭采,女,1.68,2005-02-22,西 8 舍 430
20072253,杨瑜,女,1.68,2002-11-19,西 1 舍 615
22175340,查竽磊,男,1.73,2005-10-16,东 20 舍 414
49312404,吴夏怡,女,1.5,2004-05-23,西 15 舍 524
22288654,龚旭,女,1.73,2002-07-11,西 23 舍 709
34399795,张嘉仪,女,1.58,2006-06-22,西 6 舍 822
32771486,李晟,男,1.62,2002-05-24,西 8 舍 218
18819143,顾清深,男,1.81,2006-09-27,西 7 舍 419
40345527,朱希嫣,女,1.6,2007-03-01,西 1 舍 605
43393813,鲁媛倚,女,1.58,2004-07-12,西 11 舍 608
14703702,江平,男,1.74,2005-11-14,西 13 舍 329
15639353,朱永茂,男,1.68,2003-10-04,东 1 舍 816
21368136,宋纹珊,女,1.58,2002-06-06,东 14 舍 104
26193842,郭泽元,男,1.78,2005-02-08,西 2 舍 629
30585081,祝文妮,女,1.68,2004-07-23,西 22 舍 204
24880269,严文芸,女,1.62,2006-07-20,西 16 舍 624
10566342,赵卿,男,1.62,2005-07-22,东 17 舍 810
16973426,陈舒志,男,1.68,2006-10-10,东 22 舍 815
40908242,孙军,男,1.81,2002-06-08,东 5 舍 114
38596713,陈浚梓,男,1.69,2005-07-20,东 1 舍 222
10812832,郑莉菲,女,1.63,2007-02-21,东 6 舍 310
15549867,郑梦,女,1.52,2004-01-12,西 3 舍 705
18031862,李珅南,男,1.77,2004-03-11,东 4 舍 117
31356572,梁荫,女,1.67,2003-11-14,西 3 舍 308
17892679,李乒,男,1.85,2004-08-06,西 8 舍 323
41457633,王源泽,男,1.65,2002-07-05,西 8 舍 608
16342753,刘清滢,女,1.59,2005-09-04,西 11 舍 215
11547020,张竽磊,男,1.81,2005-02-11,西 1 舍 714
43843107,孙夏怡,女,1.69,2005-08-16,西 1 舍 405
30227875,刘炎,男,1.84,2004-01-12,西 9 舍 728
15866804,刘桂,女,1.68,2007-03-24,东 15 舍 816
13285071,朱芷丽,女,1.58,2006-08-29,东 16 舍 823
42661831,赵和,男,1.78,2004-12-10,东 6 舍 607
25595915,余文妮,女,1.51,2003-12-27,东 15 舍 302
35380988,朱浚梓,男,1.71,2007-05-05,东 11 舍 115
11555730,陈思,女,1.64,2004-08-05,东 4 舍 203
43892986,谢劭,男,1.85,2004-08-19,东 6 舍 513
14958771,李昕霏,女,1.78,2006-01-01,东 7 舍 605
16063213,姚思杉,男,1.79,2006-07-12,东 1 舍 705
20744849,简信霖,男,1.61,2003-03-26,东 5 舍 405
41639657,郑泽若,男,1.77,2004-11-01,西 9 舍 122
19469089,林媛倚,女,1.61,2002-10-10,西 4 舍 827
35440219,何莉菲,女,1.6,2004-01-06,东 15 舍 515
30243479,杜永茂,男,1.85,2003-06-26,东 24 舍 602
26758239,锺滨义,男,1.8,2002-11-27,西 15 舍 123
48331457,俞昶,男,1.68,2005-06-01,西 1 舍 730
15292002,唐悦,女,1.46,2007-05-03,东 9 舍 210
37762974,陈熙岩,男,1.82,2006-06-20,东 22 舍 215
46901542,张亦茂,男,1.77,2003-04-14,西 23 舍 127
23943842,吴滨义,男,1.8,2002-08-09,东 4 舍 608
20046362,张晞,男,1.69,2003-03-07,西 18 舍 722
11604401,吕烷,女,1.6,2006-10-02,东 16 舍 212
41610803,王缦,女,1.66,2002-06-21,西 23 舍 528
38227264,周南,男,1.81,2007-03-25,东 14 舍 315
49434193,隋珊,女,1.56,2004-01-18,东 3 舍 818
12798860,李昕霏,女,1.68,2006-01-14,东 6 舍 211
49506118,魏贵,男,1.84,2004-08-22,西 15 舍 128
13872029,吴畅裕,男,1.72,2007-04-22,东 6 舍 805
31242212,殷昭美,女,1.61,2006-07-26,西 1 舍 223
35756943,韩书,女,1.67,2002-09-14,东 21 舍 126
18797215,凌文芝,女,1.66,2006-06-15,西 7 舍 212
40485065,赖熙岩,男,1.7,2002-10-07,东 14 舍 502
20794885,胡榜,男,1.63,2007-03-18,西 7 舍 223
33951357,董茂彦,男,1.75,2003-05-04,西 6 舍 701
47050994,刘嘉仪,女,1.63,2004-07-03,东 8 舍 402
26460991,李枫宁,女,1.59,2003-01-21,东 5 舍 316
44061236,张彩,女,1.6,2006-12-18,西 14 舍 301
19365746,胡书琴,女,1.65,2003-01-25,东 1 舍 626
31954053,傅梓琪,女,1.53,2005-04-24,东 1 舍 817
40320077,何珅南,男,1.67,2007-03-04,西 22 舍 405
41310787,胡雅妙,女,1.62,2006-05-11,西 10 舍 325
23175577,黄铭锵,男,1.74,2005-07-08,西 3 舍 504
35030528,芦兰璇,女,1.65,2004-11-13,西 8 舍 218
20647916,万立,男,1.65,2004-07-25,西 4 舍 210
28964381,刘文峥,男,1.85,2002-07-27,西 8 舍 712
30725125,张茜惠,女,1.63,2004-01-24,西 16 舍 105
42577747,庄青熙,女,1.57,2003-09-23,西 18 舍 706
39532156,何永茂,男,1.77,2007-04-26,东 3 舍 823
24305985,吴泰骞,男,1.7,2002-05-25,西 5 舍 526
29270761,陈忠,男,1.77,2004-06-23,西 18 舍 507
15636949,侯震,男,1.81,2006-06-14,西 11 舍 706
34982892,曲思杉,男,1.77,2003-12-07,西 15 舍 305
39729206,锺晨,女,1.66,2006-08-11,西 12 舍 329
15526936,王瑷,女,1.71,2004-10-07,东 17 舍 807
43008555,许嘉茵,女,1.69,2002-09-06,西 21 舍 405
45183589,丁圣晨,男,1.77,2005-08-22,东 7 舍 712
36167237,萧灏风,男,1.58,2005-02-16,东 11 舍 306
10268767,周昭美,女,1.67,2004-04-15,东 8 舍 502
47146519,孙慕巧,女,1.59,2007-05-10,东 6 舍 723
13188014,李青波,女,1.68,2006-09-02,东 19 舍 606
37891266,赵文芝,女,1.65,2004-01-12,东 12 舍 318
11785318,唐良清,男,1.77,2006-12-17,东 6 舍 509
31159215,于凌,女,1.53,2006-07-27,西 21 舍 814
20216779,唐文峥,男,1.7,2006-11-26,西 5 舍 108
21708160,牛坤灵,男,1.59,2003-03-11,东 24 舍 115
16551890,李梦,女,1.58,2003-12-13,西 21 舍 514
26541643,陈嘉和,男,1.61,2006-05-12,西 5 舍 102
34189348,韩纹珊,女,1.64,2005-01-22,东 15 舍 208
20079263,李林灏,男,1.84,2006-07-24,西 23 舍 413
24163460,张铸,男,1.73,2003-03-13,东 21 舍 320
39827345,王宛,女,1.61,2002-11-07,东 11 舍 404
43574767,邵凯泽,男,1.77,2003-03-07,东 4 舍 315
29511543,解慕鸿,男,1.79,2003-03-26,东 12 舍 227
